685 695 50 30
182
包头	3	C	正常	147	36
包头	4	C	正常	212	36
包头	6	C	正常	157	36
包头	8	C	正常	163	36
包头	15	C	正常	248	36
包头	16	C	正常	132	36
包头	17	C	正常	255	36
包头	18	C	正常	264	36
包头	20	C	正常	291	36
包头	21	C	正常	267	36
包头	24	C	正常	268	36
包头	27	C	正常	232	36
包头	28	C	正常	232	36
包头	32	C	正常	71	36
包头	33	C	正常	241	36
包头	34	C	正常	238	36
包头	36	C	正常	191	36
包头	37	C	正常	73	36
包头	38	C	正常	205	36
包头	39	C	正常	155	36
包头	40	C	正常	58	36
包头	46	C	正常	228	36
包头	48	C	崩边	236	36
包头	51	C	正常	158	36
包头	52	C	正常	290	36
包头	53	C	正常	45	36
包头	55	C	正常	265	36
包头	57	C	正常	172	36
包头	58	C	正常	176	36
包头	62	C	正常	271	36
包头	63	C	正常	183	36
包头	64	C	正常	210	36
包头	66	C	正常	228	36
包头	67	C	正常	277	36
包头	83	B	正常	231	36
包头	84	B	正常	287	36
包头	86	B	正常	229	36
包头	87	B	正常	270	36
包头	88	B	正常	269	36
包头	90	B	正常	255	36
银和	106	B	正常	275	36
银和	107	B	正常	161	36
银和	108	B	正常	176	36
银和	110	B	正常	279	36
银和	111	B	正常	284	36
银和	112	B	正常	288	36
银和	113	B	正常	289	36
银和	114	B	正常	289	36
银和	115	B	正常	289	36
银和	116	B	正常	259	36
银和	117	B	正常	282	36
银和	118	B	正常	285	36
银和	119	B	正常	124	36
银和	120	B	正常	123	36
银和	121	B	正常	153	36
银和	122	B	正常	138	36
银和	124	B	正常	83	36
银和	125	B	正常	108	36
银和	126	B	正常	234	36
银和	128	B	正常	293	36
银和	132	B	正常	78	36
银和	133	B	正常	68	36
银和	135	B	正常	285	36
银和	137	B	正常	278	36
银和	138	B	正常	282	36
银和	139	B	正常	264	36
银和	141	B	正常	273	36
银和	144	B	正常	293	36
银和	146	B	正常	268	36
银和	147	B	正常	217	36
银和	149	B	正常	276	36
银和	150	B	正常	215	36
银和	151	B	正常	291	36
银和	152	B	正常	272	36
银和	153	B	正常	270	36
银和	159	B	正常	266	36
银和	161	B	正常	96	36
银和	163	B	正常	134	36
银和	164	B	正常	81	36
